Id,SalePrice
1461,121581.97716821409
1462,148925.70952084564
1463,169505.3258184333
1464,182848.02731190182
1465,206522.54900252208
1466,184270.33895015018
1467,157474.33845718828
1468,168445.13300154495
1469,171578.8097607093
1470,112144.69814978485
1471,169155.6774553502
1472,111908.79376210585
1473,107669.20644918669
1474,142452.2407683746
1475,124613.85635053241
1476,344743.60092601675
1477,225747.45583907128
1478,273569.3541450293
1479,253456.1508487599
1480,365399.9572090064
1481,281237.78748716606
1482,208497.2311052454
1483,161477.9316727013
1484,167032.8732031278
1485,182566.14226599986
1486,201089.21966690948
1487,310837.5662377146
1488,210365.54516314273
1489,199514.11880764225
1490,201243.98472003324
1491,197780.98236398827
1492,107399.01429336969
1493,162816.40286506867
1494,275209.0503900629
1495,256762.75364126032
1496,191332.2558061828
1497,192438.43633494744
1498,173637.19983425972
1499,174232.02357372132
1500,158080.2966171263
1501,159443.72666301348
1502,168290.73346957154
1503,253576.33755981489
1504,235005.9900227975
1505,201803.12642575288
1506,175884.99133102084
1507,223240.92056313468
1508,179349.64108730308
1509,159482.09523837166
1510,132365.01996198107
1511,125987.68335801104
1512,159250.65732925516
1513,129490.2788117485
1514,130850.10213766713
1515,177365.98499428257
1516,145497.09892598595
1517,147548.70135051466
1518,124217.55629790004
1519,178249.92082703675
1520,121565.74622125823
1521,125330.95984430375
1522,163998.39783984006
1523,112300.57004548925
1524,118437.26834277759
1525,116148.79232729599
1526,111694.93032019214
1527,106575.0041582708
1528,132770.620271916
1529,128696.61618692878
1530,148122.50202845538
1531,104836.93991227084
1532,109092.54841982968
1533,130340.64054402357
1534,122603.77847577173
1535,147038.68311033893
1536,116700.0444272238
1537,74305.25772564678
1538,168832.03912601728
1539,218440.2543473555
1540,127433.7776175255
1541,135400.59955249215
1542,129943.51114671263
1543,204079.87323102084
1544,91937.14134220195
1545,109301.77359942078
1546,132251.54041216182
1547,135249.29392502882
1548,130677.36051666072
1549,110453.7020855315
1550,126734.64218860846
1551,114913.0077072343
1552,146474.54926193206
1553,182713.12744060828
1554,124589.2347065681
1555,176658.46658085077
1556,126089.20781653146
1557,115021.4943534122
1558,111619.95705471757
1559,126389.02877350834
1560,129635.87187238502
1561,121665.26694067649
1562,129147.54347324431
1563,115758.19286629838
1564,135656.7557386365
1565,140064.67169051894
1566,202705.671908696
1567,90619.62243181079
1568,224918.18181299217
1569,135668.30642623786
1570,142976.17657293906
1571,118565.37735244662
1572,134110.2646296235
1573,202446.67782780365
1574,122386.56713443037
1575,206013.033606056
1576,202361.3171532969
1577,185559.1995271935
1578,152508.87534689272
1579,126870.968026904
1580,190157.3022852116
1581,149570.03284767843
1582,128624.68723912265
1583,246816.53126699995
1584,230002.19384634492
1585,145660.72059668097
1586,88299.18136360345
1587,105658.10782282188
1588,128869.62698158961
1589,107788.13121576847
1590,129862.43660444171
1591,108125.60391276458
1592,117501.24734393808
1593,131237.46696587172
1594,155925.6466151132
1595,130720.47637239622
1596,213253.19409649645
1597,188940.9840306378
1598,197996.08919734063
1599,175326.5166857028
1600,177638.86021256543
1601,87522.31974259096
1602,132916.14473713338
1603,98489.50138151152
1604,227845.32329379107
1605,219388.9671325342
1606,146524.16549554587
1607,158282.84102568126
1608,201121.74272659083
1609,201538.48691534964
1610,172209.17097589758
1611,133541.78631355378
1612,153064.23701430426
1613,138931.95595044227
1614,122874.4881592042
1615,105803.02984413569
1616,104062.88039802613
1617,103406.15688431884
1618,123507.24069734136
1619,131251.06169873246
1620,161456.65774893246
1621,128485.6759101476
1622,133770.6585606238
1623,216273.89691321587
1624,180444.99496720018
1625,114129.6274845265
1626,146047.93600566784
1627,173341.87859711176
1628,244423.48097663978
1629,177467.72172763367
1630,291023.1269320356
1631,199121.45205257818
1632,226366.21479394127
1633,173954.06231268734
1634,175734.68047258744
1635,185883.48907132892
1636,153456.07379994137
1637,187579.66768859164
1638,213436.95140291308
1639,181907.05087257444
1640,277332.00121139723
1641,180401.5024958864
1642,225559.56718533972
1643,228113.17401446577
1644,231891.93498175355
1645,177140.49141843835
1646,150537.08025037614
1647,157478.58932266122
1648,125125.20458683079
1649,121548.92926283856
1650,101643.30705274921
1651,116317.36692543722
1652,108874.34383592429
1653,111028.13731772835
1654,138301.79231824973
1655,134718.6005297833
1656,133614.7816559185
1657,135759.04240349453
1658,141133.0472934683
1659,126040.1156744489
1660,143977.79360842047
1661,392298.09443447605
1662,359798.5339649937
1663,321859.11688721966
1664,350504.5370678478
1665,274963.24435334647
1666,247069.81447382225
1667,310023.73448265134
1668,284904.8368285833
1669,255269.6719758959
1670,291957.6194220783
1671,225322.33451773375
1672,343624.32739847543
1673,301426.4131975111
1674,215811.48185093724
1675,173879.64579505703
1676,170242.1564291898
1677,200421.17849668127
1678,341048.4907541558
1679,303086.9494822994
1680,295853.7988515973
1681,262560.53765989747
1682,246245.61360115986
1683,183646.34099388475
1684,184906.2943585926
1685,173689.57345916142
1686,172655.2661372412
1687,176888.8787123243
1688,186646.8256394113
1689,189593.45423289132
1690,186355.8947372558
1691,181782.01155480315
1692,246589.85685212654
1693,179457.07163515908
1694,172248.57984905227
1695,173319.20462004718
1696,248926.94773009745
1697,180126.58740170844
1698,314649.4691176267
1699,282132.3729911947
1700,248776.99369587458
1701,258610.4321816508
1702,229640.98161910544
1703,227619.16443619254
1704,229846.5694647433
1705,215784.07039756962
1706,319202.7853702379
1707,204093.5096226049
1708,199785.28198268573
1709,253957.77186361916
1710,210546.08481112774
1711,231153.32403628752
1712,244846.65663912383
1713,217042.3306705592
1714,196413.76519901602
1715,204053.58596957917
1716,185893.75345716721
1717,173943.82616981026
1718,153724.3855572802
1719,202887.61806491917
1720,204778.23334460118
1721,174187.40646581058
1722,148762.06013445673
1723,148854.96460255262
1724,198362.8655545264
1725,232631.41643678542
1726,200998.01640606363
1727,158393.96466369246
